,accuracy,loss,val_accuracy,val_loss
0,0.5491999983787537,0.6839742064476013,0.5848339200019836,0.6620518565177917
1,0.6410857439041138,0.6272249221801758,0.7054821848869324,0.5617799162864685
2,0.7092000246047974,0.5578292608261108,0.7074829936027527,0.5623869299888611
3,0.734171450138092,0.5254971981048584,0.7446978688240051,0.5153462886810303
4,0.7558857202529907,0.49937593936920166,0.7476990818977356,0.5046533346176147
5,0.770799994468689,0.4756671190261841,0.7605041861534119,0.4970284104347229
6,0.7853714227676392,0.45510512590408325,0.7709083557128906,0.4789558947086334
7,0.8038285970687866,0.42884552478790283,0.7781112194061279,0.46102434396743774
8,0.8153142929077148,0.40620994567871094,0.8019207715988159,0.43636512756347656
9,0.8238857388496399,0.38469353318214417,0.819327712059021,0.4032198190689087
10,0.8389142751693726,0.3636017143726349,0.8299319744110107,0.3820609450340271
11,0.849142849445343,0.34403666853904724,0.8241296410560608,0.39575472474098206
12,0.8588571548461914,0.323199987411499,0.819527804851532,0.40170061588287354
13,0.8687999844551086,0.3040272295475006,0.8387355208396912,0.36764687299728394
14,0.8778285980224609,0.2805621922016144,0.7833133339881897,0.4891391098499298
15,0.8917714357376099,0.2592286169528961,0.8469387888908386,0.3657069206237793
16,0.9006285667419434,0.23339693248271942,0.8291316628456116,0.40710076689720154
17,0.9147999882698059,0.2057202309370041,0.8449379801750183,0.3759358525276184
18,0.9270285964012146,0.17904601991176605,0.8445377945899963,0.4205598831176758
19,0.9366285800933838,0.1577855497598648,0.8443377614021301,0.45358070731163025
20,0.9490857124328613,0.13032612204551697,0.8179271817207336,0.5645610094070435
